edad,categ_laboral,estado_civil,nivel_educacion,deuda,balance,vivienda,prestamo,contacto,dia,mes,anio,duracion,cant_actual,dias_entre,cant_previa,resultado_ant,suscribe
34,administrador,solterx,secundario,no,1581,si,si,desconocido,20,may,2008,52,11,-1,0,desconocido,no
26,administrador,solterx,universitario/terciario,no,-164,si,no,desconocido,28,may,2008,69,2,-1,0,desconocido,no
36,gestion,divorciadx/viudx,universitario/terciario,no,133,si,no,desconocido,9,may,2008,117,1,-1,0,desconocido,no
56,empresarix,casadx,universitario/terciario,no,1297,si,no,desconocido,16,may,2008,180,1,-1,0,desconocido,no
53,trabajadora casas particulares,casadx,secundario,no,736,si,no,desconocido,20,may,2008,535,1,-1,0,desconocido,no
31,administrador,solterx,secundario,no,119,no,no,celular,7,jul,2008,80,1,-1,0,desconocido,no
38,administrador,casadx,secundario,no,137,si,no,celular,31,jul,2008,27,22,-1,0,desconocido,no
37,gestion,divorciadx/viudx,secundario,no,1448,si,no,celular,11,jul,2008,71,2,-1,0,desconocido,no
57,independiente,casadx,secundario,no,65,no,si,celular,9,jul,2008,171,1,-1,0,desconocido,no
45,empresarix,casadx,universitario/terciario,no,369,si,no,desconocido,19,may,2008,182,2,-1,0,desconocido,no
41,gestion,solterx,secundario,no,911,no,no,celular,6,ago,2008,292,2,-1,0,desconocido,no
48,empresarix,casadx,secundario,no,4037,no,no,desconocido,6,jun,2008,23,1,-1,0,desconocido,no
32,tecnico,solterx,universitario/terciario,no,3818,no,no,celular,18,ago,2008,100,4,-1,0,desconocido,no
30,gestion,solterx,secundario,no,0,no,no,celular,11,ago,2008,101,5,-1,0,desconocido,no
48,operarix,casadx,primario,no,343,no,no,desconocido,19,jun,2008,136,1,-1,0,desconocido,no
35,operarix,solterx,primario,no,2040,no,no,celular,21,nov,2008,258,1,157,4,fallo,no
46,empresarix,casadx,primario,no,8873,si,no,celular,24,jul,2008,314,2,-1,0,desconocido,no
25,operarix,solterx,secundario,no,579,si,no,desconocido,28,may,2008,225,4,-1,0,desconocido,no
52,administrador,divorciadx/viudx,secundario,no,-209,si,si,desconocido,23,may,2008,161,1,-1,0,desconocido,no
29,tecnico,solterx,universitario/terciario,no,48,si,no,celular,23,jul,2008,164,1,-1,0,desconocido,no
32,operarix,solterx,secundario,no,82,si,no,celular,28,jul,2008,86,4,-1,0,desconocido,no
32,operarix,casadx,primario,no,104,si,no,celular,25,jul,2008,211,3,-1,0,desconocido,no
36,tecnico,solterx,secundario,no,279,si,no,celular,21,jul,2008,171,1,-1,0,desconocido,no
48,operarix,casadx,primario,no,2519,no,no,telefono fijo,22,ago,2008,105,5,-1,0,desconocido,no
47,gestion,casadx,universitario/terciario,no,337,no,no,telefono fijo,30,jul,2008,300,5,-1,0,desconocido,no
43,operarix,casadx,primario,no,377,no,si,desconocido,20,jun,2008,11,5,-1,0,desconocido,no
40,independiente,casadx,secundario,no,672,si,no,desconocido,5,may,2008,164,2,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,3406,si,no,celular,21,nov,2008,321,1,-1,0,desconocido,no
57,trabajadora casas particulares,casadx,primario,no,0,no,no,celular,13,ago,2008,189,2,-1,0,desconocido,no
35,tecnico,divorciadx/viudx,secundario,no,103,si,no,celular,21,jul,2008,304,1,-1,0,desconocido,no
59,operarix,casadx,primario,no,625,no,no,celular,9,jul,2008,133,1,-1,0,desconocido,no
35,servicios,casadx,secundario,no,0,si,no,celular,30,jul,2008,251,3,-1,0,desconocido,no
45,operarix,casadx,primario,no,1291,si,no,celular,28,ago,2008,189,17,-1,0,desconocido,no
37,empresarix,casadx,universitario/terciario,no,298,no,no,celular,27,ago,2008,183,5,-1,0,desconocido,no
30,empresarix,casadx,secundario,no,1539,si,si,desconocido,27,may,2008,166,9,-1,0,desconocido,no
55,operarix,casadx,primario,no,332,si,no,desconocido,8,may,2008,318,2,-1,0,desconocido,no
33,empresarix,casadx,universitario/terciario,no,0,no,no,celular,20,nov,2008,232,1,-1,0,desconocido,no
39,empresarix,casadx,universitario/terciario,no,745,no,no,celular,8,ago,2008,88,1,-1,0,desconocido,no
50,servicios,casadx,desconocido,no,37,no,no,celular,5,ago,2008,307,4,-1,0,desconocido,no
51,gestion,casadx,universitario/terciario,no,91,si,no,desconocido,9,may,2008,178,2,-1,0,desconocido,no
40,administrador,casadx,secundario,no,1380,si,no,desconocido,19,may,2008,127,1,-1,0,desconocido,no
35,independiente,casadx,universitario/terciario,no,35368,si,no,desconocido,21,may,2008,63,1,-1,0,desconocido,no
40,gestion,solterx,universitario/terciario,no,242,si,no,desconocido,6,may,2008,221,2,-1,0,desconocido,no
58,tecnico,casadx,secundario,no,7429,no,no,celular,20,nov,2008,199,1,-1,0,desconocido,no
32,servicios,casadx,secundario,no,0,si,no,celular,28,jul,2008,36,5,-1,0,desconocido,no
40,operarix,casadx,secundario,no,4,si,si,desconocido,7,may,2008,263,1,-1,0,desconocido,no
34,operarix,casadx,secundario,si,1,si,no,celular,9,jul,2008,394,1,-1,0,desconocido,no
31,gestion,divorciadx/viudx,universitario/terciario,no,254,no,no,celular,18,ago,2008,1576,8,-1,0,desconocido,no
30,servicios,casadx,secundario,no,-134,si,si,celular,7,jul,2008,61,1,-1,0,desconocido,no
25,operarix,solterx,secundario,no,2096,si,no,desconocido,3,jun,2008,236,2,-1,0,desconocido,no
32,gestion,solterx,universitario/terciario,no,470,no,no,celular,19,ago,2008,286,2,-1,0,desconocido,no
38,operarix,casadx,secundario,no,2299,si,no,celular,23,jul,2008,240,1,-1,0,desconocido,no
25,operarix,solterx,secundario,no,154,si,no,desconocido,27,may,2008,312,2,-1,0,desconocido,no
44,operarix,divorciadx/viudx,secundario,no,-1,no,si,celular,15,jul,2008,194,5,-1,0,desconocido,no
42,gestion,casadx,universitario/terciario,no,3718,si,no,celular,6,ago,2008,50,2,-1,0,desconocido,no
33,estudiante,solterx,universitario/terciario,no,3404,si,no,celular,20,nov,2008,105,2,171,3,fallo,no
50,administrador,divorciadx/viudx,primario,no,8583,si,no,celular,19,nov,2008,59,1,-1,0,desconocido,no
29,independiente,casadx,universitario/terciario,no,0,si,si,celular,31,jul,2008,46,28,-1,0,desconocido,no
60,jubiladx,casadx,secundario,no,374,no,no,celular,19,ago,2008,276,2,-1,0,desconocido,no
45,servicios,casadx,desconocido,no,293,no,no,celular,24,jul,2008,196,2,-1,0,desconocido,no
31,tecnico,solterx,secundario,no,7567,no,no,celular,11,ago,2008,70,2,-1,0,desconocido,no
38,operarix,casadx,secundario,no,-390,si,no,desconocido,5,may,2008,287,1,-1,0,desconocido,no
28,gestion,divorciadx/viudx,secundario,no,-76,no,si,celular,14,jul,2008,1271,2,-1,0,desconocido,no
55,servicios,casadx,secundario,no,697,si,no,desconocido,15,may,2008,206,1,-1,0,desconocido,no
36,administrador,casadx,secundario,no,4280,no,no,desconocido,19,jun,2008,227,6,-1,0,desconocido,no
39,empresarix,casadx,secundario,no,0,si,no,desconocido,15,may,2008,171,10,-1,0,desconocido,no
33,empresarix,solterx,secundario,si,-1,si,no,celular,21,nov,2008,214,2,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,1483,si,no,celular,21,nov,2008,91,1,-1,0,desconocido,no
52,tecnico,divorciadx/viudx,secundario,no,204,no,no,celular,7,ago,2008,134,2,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,1011,si,no,desconocido,12,may,2008,1495,4,-1,0,desconocido,no
39,gestion,casadx,universitario/terciario,no,397,no,no,celular,10,jul,2008,113,6,-1,0,desconocido,no
33,tecnico,casadx,universitario/terciario,no,15,no,no,celular,21,ago,2008,97,2,-1,0,desconocido,no
20,estudiante,solterx,secundario,no,-322,si,no,desconocido,20,jun,2008,73,4,-1,0,desconocido,no
37,gestion,solterx,universitario/terciario,no,410,no,no,celular,7,ago,2008,542,3,-1,0,desconocido,no
31,operarix,solterx,primario,no,5058,si,no,desconocido,20,may,2008,157,1,-1,0,desconocido,no
30,servicios,casadx,secundario,no,311,si,si,desconocido,5,jun,2008,94,4,-1,0,desconocido,no
32,operarix,solterx,primario,no,1660,no,no,desconocido,20,may,2008,14,1,-1,0,desconocido,no
46,independiente,casadx,secundario,no,716,no,no,celular,6,ago,2008,131,2,-1,0,desconocido,no
38,operarix,casadx,secundario,no,-220,si,no,desconocido,27,may,2008,518,2,-1,0,desconocido,no
53,gestion,casadx,universitario/terciario,no,0,no,no,celular,26,ago,2008,240,2,-1,0,desconocido,no
36,operarix,solterx,secundario,no,690,si,no,desconocido,23,may,2008,86,2,-1,0,desconocido,no
42,gestion,solterx,universitario/terciario,no,3445,no,no,celular,19,nov,2008,1662,3,-1,0,desconocido,no
37,tecnico,divorciadx/viudx,secundario,no,0,si,no,celular,16,jul,2008,46,1,-1,0,desconocido,no
53,tecnico,divorciadx/viudx,secundario,no,989,si,no,desconocido,5,may,2008,812,1,-1,0,desconocido,no
25,tecnico,solterx,universitario/terciario,no,640,si,no,desconocido,13,may,2008,492,2,-1,0,desconocido,no
48,operarix,casadx,secundario,no,157,si,no,desconocido,6,may,2008,73,1,-1,0,desconocido,no
56,gestion,casadx,secundario,no,0,si,no,desconocido,29,may,2008,726,1,-1,0,desconocido,no
35,operarix,solterx,primario,no,-759,si,no,celular,31,jul,2008,142,2,-1,0,desconocido,no
53,gestion,casadx,primario,no,1925,no,no,celular,19,nov,2008,161,1,-1,0,desconocido,no
47,servicios,casadx,secundario,no,27,no,no,celular,12,ago,2008,153,4,-1,0,desconocido,no
57,gestion,casadx,primario,no,1566,no,no,desconocido,28,may,2008,105,4,-1,0,desconocido,no
29,gestion,solterx,secundario,no,0,si,si,desconocido,27,may,2008,92,2,-1,0,desconocido,no
57,administrador,casadx,secundario,no,1143,no,no,telefono fijo,7,jul,2008,69,3,-1,0,desconocido,no
33,gestion,solterx,universitario/terciario,no,383,si,no,celular,9,jul,2008,125,1,-1,0,desconocido,no
52,servicios,casadx,primario,no,911,no,no,desconocido,20,jun,2008,29,2,-1,0,desconocido,no
38,gestion,casadx,desconocido,no,933,no,no,desconocido,20,jun,2008,95,2,-1,0,desconocido,no
60,jubiladx,casadx,secundario,no,1524,no,no,desconocido,18,jun,2008,173,1,-1,0,desconocido,no
42,operarix,casadx,primario,no,-404,si,si,celular,10,jul,2008,562,1,-1,0,desconocido,no
37,operarix,casadx,desconocido,no,1508,no,si,desconocido,6,jun,2008,381,2,-1,0,desconocido,no
46,operarix,casadx,primario,no,44,no,si,celular,10,jul,2008,90,9,-1,0,desconocido,no
57,operarix,casadx,primario,no,162,si,no,desconocido,6,may,2008,155,2,-1,0,desconocido,no
54,servicios,casadx,secundario,no,171,no,si,celular,14,jul,2008,673,8,-1,0,desconocido,no
31,operarix,casadx,primario,no,48,si,no,celular,28,jul,2008,209,4,-1,0,desconocido,no
50,jubiladx,casadx,secundario,no,1047,no,no,celular,21,nov,2008,98,5,-1,0,desconocido,no
40,tecnico,solterx,secundario,no,591,no,si,celular,14,ago,2008,87,6,-1,0,desconocido,no
40,tecnico,casadx,secundario,no,5811,si,no,celular,18,nov,2008,172,1,-1,0,desconocido,no
41,independiente,divorciadx/viudx,universitario/terciario,no,4717,si,no,celular,19,nov,2008,182,2,-1,0,desconocido,no
54,operarix,solterx,secundario,no,40,si,no,celular,18,jul,2008,172,2,-1,0,desconocido,no
27,operarix,solterx,secundario,no,677,no,si,telefono fijo,31,jul,2008,110,8,-1,0,desconocido,no
55,jubiladx,casadx,secundario,no,159,no,no,celular,28,ago,2008,159,1,-1,0,desconocido,no
34,tecnico,divorciadx/viudx,universitario/terciario,no,66,no,si,celular,19,ago,2008,74,2,-1,0,desconocido,no
38,operarix,solterx,desconocido,no,5338,no,no,telefono fijo,19,nov,2008,201,1,-1,0,desconocido,no
25,administrador,solterx,secundario,no,787,si,no,desconocido,9,may,2008,164,1,-1,0,desconocido,no
32,gestion,solterx,secundario,no,249,si,no,desconocido,2,jun,2008,258,1,-1,0,desconocido,no
53,gestion,casadx,universitario/terciario,si,0,no,si,desconocido,5,jun,2008,189,1,-1,0,desconocido,no
26,operarix,solterx,secundario,no,-132,no,no,desconocido,8,may,2008,12,1,-1,0,desconocido,no
50,tecnico,casadx,universitario/terciario,no,92,no,si,celular,7,jul,2008,192,1,-1,0,desconocido,no
28,gestion,solterx,universitario/terciario,no,231,si,si,celular,25,jul,2008,568,2,-1,0,desconocido,no
35,operarix,divorciadx/viudx,primario,no,-587,si,no,desconocido,26,may,2008,111,1,-1,0,desconocido,no
58,servicios,casadx,secundario,no,1667,si,si,desconocido,6,may,2008,85,1,-1,0,desconocido,no
44,administrador,casadx,secundario,no,5181,si,si,celular,31,jul,2008,18,7,-1,0,desconocido,no
31,operarix,casadx,secundario,no,2,si,no,desconocido,20,may,2008,182,2,-1,0,desconocido,no
34,tecnico,solterx,secundario,no,486,si,no,desconocido,27,may,2008,185,1,-1,0,desconocido,no
31,gestion,casadx,universitario/terciario,no,69,no,no,celular,20,ago,2008,195,2,-1,0,desconocido,no
59,jubiladx,casadx,primario,no,0,si,no,celular,28,jul,2008,20,4,-1,0,desconocido,no
49,operarix,casadx,secundario,no,366,si,si,desconocido,30,may,2008,191,3,-1,0,desconocido,no
32,administrador,solterx,universitario/terciario,no,-59,no,si,desconocido,4,jul,2008,192,1,-1,0,desconocido,no
55,gestion,divorciadx/viudx,universitario/terciario,no,-612,no,no,celular,26,ago,2008,131,2,-1,0,desconocido,no
35,tecnico,casadx,universitario/terciario,no,1473,si,no,desconocido,12,may,2008,84,3,-1,0,desconocido,no
42,operarix,casadx,primario,no,0,no,no,desconocido,20,jun,2008,19,2,-1,0,desconocido,no
30,operarix,solterx,secundario,no,906,si,si,desconocido,21,may,2008,218,7,-1,0,desconocido,no
34,operarix,solterx,secundario,no,-199,no,no,celular,22,jul,2008,78,10,-1,0,desconocido,no
45,empresarix,casadx,universitario/terciario,no,1,no,no,celular,19,nov,2008,401,1,-1,0,desconocido,no
30,operarix,casadx,secundario,no,631,si,no,celular,19,nov,2008,174,2,-1,0,desconocido,no
49,operarix,casadx,secundario,no,141,no,no,celular,6,ago,2008,275,1,-1,0,desconocido,no
27,gestion,casadx,universitario/terciario,no,4909,no,si,celular,17,jul,2008,159,3,-1,0,desconocido,no
57,jubiladx,casadx,secundario,no,3545,si,no,desconocido,14,may,2008,138,2,-1,0,desconocido,no
32,operarix,solterx,secundario,si,130,no,no,desconocido,26,jun,2008,406,2,-1,0,desconocido,no
32,operarix,solterx,secundario,no,8859,si,no,celular,20,nov,2008,252,1,-1,0,desconocido,no
42,administrador,solterx,secundario,no,61,si,no,desconocido,23,may,2008,65,1,-1,0,desconocido,no
43,operarix,casadx,primario,no,25,si,no,celular,19,nov,2008,70,1,-1,0,desconocido,no
49,desempleadx,casadx,primario,no,50,no,no,celular,26,ago,2008,169,2,-1,0,desconocido,no
42,tecnico,casadx,secundario,no,5455,no,no,celular,11,ago,2008,149,4,-1,0,desconocido,no
55,administrador,casadx,secundario,no,2430,si,no,celular,7,ago,2008,231,2,-1,0,desconocido,no
35,gestion,divorciadx/viudx,universitario/terciario,no,321,si,no,desconocido,9,may,2008,189,1,-1,0,desconocido,no
47,operarix,casadx,secundario,no,762,si,no,desconocido,29,may,2008,56,3,-1,0,desconocido,no
36,operarix,divorciadx/viudx,secundario,no,719,si,no,desconocido,13,may,2008,1052,1,-1,0,desconocido,no
46,servicios,casadx,secundario,no,2019,si,no,desconocido,8,may,2008,357,1,-1,0,desconocido,no
41,desempleadx,casadx,primario,no,1483,si,no,desconocido,13,may,2008,227,1,-1,0,desconocido,no
33,empresarix,casadx,secundario,no,3140,si,si,celular,21,nov,2008,7,5,-1,0,desconocido,no
37,gestion,divorciadx/viudx,primario,si,0,si,no,telefono fijo,24,jul,2008,305,1,-1,0,desconocido,no
44,operarix,casadx,secundario,no,-54,si,si,desconocido,26,may,2008,437,1,-1,0,desconocido,no
35,desconocido,divorciadx/viudx,primario,no,3888,no,no,desconocido,26,may,2008,422,5,-1,0,desconocido,no
26,administrador,casadx,universitario/terciario,no,685,si,no,desconocido,26,may,2008,346,2,-1,0,desconocido,no
44,tecnico,divorciadx/viudx,secundario,no,275,no,no,celular,17,nov,2008,1077,1,-1,0,desconocido,no
38,gestion,casadx,universitario/terciario,no,0,si,no,telefono fijo,20,nov,2008,25,2,-1,0,desconocido,no
46,operarix,casadx,secundario,no,2121,si,no,desconocido,14,may,2008,160,1,-1,0,desconocido,no
32,administrador,solterx,secundario,no,64,si,no,desconocido,7,may,2008,202,2,-1,0,desconocido,no
32,trabajadora casas particulares,casadx,secundario,no,3469,no,no,celular,7,ago,2008,306,2,-1,0,desconocido,no
29,administrador,solterx,secundario,no,3986,si,no,desconocido,9,may,2008,488,2,-1,0,desconocido,no
54,gestion,casadx,universitario/terciario,no,2452,si,no,desconocido,29,may,2008,80,3,-1,0,desconocido,no
50,gestion,divorciadx/viudx,universitario/terciario,no,-398,si,si,celular,21,jul,2008,172,1,-1,0,desconocido,no
39,gestion,casadx,universitario/terciario,no,-1026,si,no,desconocido,26,may,2008,200,2,-1,0,desconocido,no
53,tecnico,casadx,secundario,no,472,si,si,desconocido,20,jun,2008,325,1,-1,0,desconocido,no
55,servicios,casadx,secundario,no,76,no,no,celular,5,ago,2008,356,1,-1,0,desconocido,no
36,desempleadx,solterx,secundario,no,490,si,si,desconocido,16,jun,2008,265,3,-1,0,desconocido,no
44,operarix,casadx,secundario,no,326,si,no,desconocido,14,may,2008,35,2,-1,0,desconocido,no
48,servicios,divorciadx/viudx,secundario,no,403,si,no,desconocido,14,may,2008,364,1,-1,0,desconocido,no
61,empresarix,divorciadx/viudx,secundario,no,369,no,no,desconocido,18,jun,2008,82,1,-1,0,desconocido,no
38,administrador,casadx,secundario,no,1344,si,si,desconocido,19,may,2008,147,2,-1,0,desconocido,no
57,operarix,casadx,primario,no,2112,no,no,celular,12,ago,2008,1134,2,-1,0,desconocido,no
27,operarix,casadx,secundario,no,6196,si,no,desconocido,4,jun,2008,355,1,-1,0,desconocido,no
29,tecnico,solterx,secundario,no,-166,si,no,desconocido,16,may,2008,323,2,-1,0,desconocido,no
41,operarix,casadx,secundario,no,167,no,no,desconocido,20,jun,2008,48,1,-1,0,desconocido,no
60,gestion,divorciadx/viudx,primario,no,38,si,no,desconocido,15,may,2008,78,4,-1,0,desconocido,no
34,gestion,casadx,universitario/terciario,no,786,si,si,celular,18,nov,2008,250,1,-1,0,desconocido,no
43,tecnico,divorciadx/viudx,universitario/terciario,no,0,no,no,celular,28,ago,2008,142,10,-1,0,desconocido,no
48,empresarix,casadx,universitario/terciario,no,810,no,no,desconocido,6,jun,2008,383,1,-1,0,desconocido,no
40,servicios,casadx,secundario,no,5248,si,si,celular,20,nov,2008,194,4,188,8,otro,no
55,operarix,casadx,primario,no,835,si,no,desconocido,16,jun,2008,40,18,-1,0,desconocido,no
44,tecnico,casadx,secundario,no,3790,si,no,desconocido,13,may,2008,342,2,-1,0,desconocido,no
29,empresarix,casadx,secundario,no,452,si,no,desconocido,27,may,2008,347,1,-1,0,desconocido,no
33,gestion,casadx,universitario/terciario,no,0,no,no,celular,21,ago,2008,102,2,-1,0,desconocido,no
57,operarix,divorciadx/viudx,primario,no,-176,si,no,desconocido,8,may,2008,275,1,-1,0,desconocido,no
35,gestion,casadx,universitario/terciario,no,365,no,no,celular,21,nov,2008,168,2,-1,0,desconocido,no
31,operarix,casadx,secundario,no,69,no,no,celular,19,nov,2008,640,1,-1,0,desconocido,no
57,administrador,solterx,secundario,no,0,no,no,celular,28,jul,2008,261,4,-1,0,desconocido,no
36,operarix,casadx,secundario,no,580,no,no,celular,10,jul,2008,633,1,-1,0,desconocido,no
44,operarix,casadx,primario,no,503,si,no,desconocido,7,may,2008,629,2,-1,0,desconocido,no
40,operarix,casadx,primario,no,668,si,no,desconocido,6,may,2008,283,2,-1,0,desconocido,no
30,operarix,casadx,secundario,no,2,si,no,desconocido,15,may,2008,1000,1,-1,0,desconocido,no
33,tecnico,solterx,universitario/terciario,no,340,no,no,celular,8,ago,2008,348,2,-1,0,desconocido,no
42,gestion,casadx,universitario/terciario,no,3038,no,no,celular,18,ago,2008,693,7,-1,0,desconocido,no
40,operarix,casadx,secundario,no,6536,no,no,desconocido,5,jun,2008,647,1,-1,0,desconocido,no
58,jubiladx,casadx,universitario/terciario,no,5087,no,no,desconocido,19,jun,2008,252,1,-1,0,desconocido,no
56,administrador,casadx,secundario,no,0,si,no,telefono fijo,19,nov,2008,154,2,-1,0,desconocido,no
45,gestion,casadx,secundario,no,4425,no,no,desconocido,17,nov,2008,147,1,110,2,fallo,no
51,gestion,casadx,universitario/terciario,no,642,no,no,desconocido,19,may,2008,183,2,-1,0,desconocido,no
31,operarix,casadx,secundario,no,212,si,si,celular,17,jul,2008,143,2,-1,0,desconocido,no
34,administrador,casadx,secundario,no,635,si,no,desconocido,26,may,2008,247,1,-1,0,desconocido,no
54,gestion,casadx,universitario/terciario,no,1502,no,no,celular,20,nov,2008,43,3,-1,0,desconocido,no
