id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion
55;Conservatorios e institutos artisticos;Conservatorio Manuel De Falla;Finalizada;Escuelas;Secretaria de Transporte y Obras Publicas;La obra del Conservatorio Manuel de Falla consto de la readecuacion de las instalaciones, la puesta en valor y la reparacion de la cubierta. fue iniciada originalmente por el ministerio de Cultura y transferida posteriormente al Ministerio de Desarrollo Urbano y Transporte.;8755881;5;ALMAGRO;-346.058.477.398.149;-584.136.474.030.982;3/10/2016;20/1/2018;15;100;Sunil S.A.;2016;;
56;Metrobus del Bajo;Metrobus Del Bajo: Aceras - Etapa I;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;Se realizo la ejecucion y reconstruccion de las aceras, vados y superficies destinadas a via publica de uso peatonal que integran la traza del Corredor Metrobus del Bajo (Etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la Ciudad Autonoma de Buenos Aires.;40185440;1;MONTSERRAT;-346.088.315.009.741;-583.696.577.971.107;3/11/2016;6/6/2017;7;100;Miavasa S.A;2017;Licitacion Publica;124/SIGAF/2017
57;Metrobus del Bajo;Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;La obra garantizo la separacion fisica de la obra de pavimentacion y los paradores del corredor Metrobus del Bajo, de los carriles transitables y minimizar asi el riesgo de siniestros en la via publica. El objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.;4756449;1;MONTSERRAT;-346.088.315.009.741;-583.696.577.971.107;1/2/2017;31/7/2017;5;100;Construcciones Ingevial S.A.;2017;Licitacion Privada de Obra Menor;85-SIGAF/16
58;Pasos Bajo Nivel;Paso bajo nivel Av. San Martin;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;El Paso Bajo Nivel San Martin posee una longitud de 370 metros que se extiende entre las calles Pareja y Asuncion. Cuenta con cuatro carriles, dos en cada sentido y su tunel presenta una altura de 5,10 metros, permitiendo la circulacion de vehiculos pesados, livianos y los colectivos del Metrobus San Martin.;111988844;11;VILLA DEVOTO;-345.938.602.879.248;-585.051.207.549.848;17/1/2014;21/10/2016;33;100;Fontana Nicastro S.A.C. Martinez Y De La Fuente S.A. Ute;2013;Licitacion Publica;2013-01-0005-00
59;Pasos Bajo Nivel;Paso bajo nivel Constituyentes;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;El Paso Bajo nivel Constituyentes se extiende entre la Av. Mosconi y Olazabal hasta la calle Jose L. Cabezon y Cullen. El paso vehicular bajo las vias del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de transito de 5,10 metros, permitiendo la circulacion de vehiculos pesados y livianos.;119500000;12;VILLA PUEYRREDON;-345.793.592.481.661;-584.958.638.022.924;22/1/2014;29/4/2016;27;100;Jose Chediack S.A.I.C.A.;2013;Licitacion Publica;2013-01-0001-00
60;Pasos Bajo Nivel;Paso bajo nivel Beiro;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;El Paso Bajo Nivel Beiro tuvo como caracteristica particular la presencia de ca¤os de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del Club Comunicaciones y la Facultad de Agronomia. A raiz de ese desplazamiento se definio un espacio de unos 25 m de ancho y de 500 m de largo que se proyecto como area verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.;114299267;15;AGRONOMIA;-345.930.874.119.716;-584.911.361.133.502;14/9/2014;19/6/2017;33;100;Benito Roggio - Esuco (Ute);2014;Licitacion Publica;2014-01-0003-00
61;Teatro Colon;Teatro Colon: Reparacion de arco de embocadura;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizo la reparacion y puesta en valor del arco de embocadura del Teatro Colon.;756353;1;SAN NICOLAS;-346.010.514.848.815;-583.824.414.002.727;15/1/2015;1/1/2016;12;100;Rol Ingenieria S.A;2015;;
62;Casa Trans;Casa Trans;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;La obra consistio en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construccion de nuevos ba¤os, un vestuario, una sala de espera, dos consultorios para atencion psicologica, sala de extraccion de sangre para diagnostico preventivo y las oficinas administrativas de la asociacion de travestis, transexuales y transgeneros de la argentina.;3935114;3;SAN CRISTOBAL;-346.256.232.765.928;-584.018.588.332.135;8/2/2017;26/6/2017;4;100;CONSTRUCTORA PREMART SRL;2016;;
63;Oficinas Publicas;Edificio Hipolito Yrigoyen y Edificio Finochietto: adecuacion;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizo la readecuacion y relocalizacion de los inmuebles Finochietto e Yrigoyen que albergan al Instituto de la Vivienda de la Ciudad y la Direccion General de Registros de Obras y Catastros en el Barrio de Barracas, a la Direccion General de Administracion de Infracciones en el Barrio de Balvanera, respectivamente.;59761171;3;BALVANERA;-346.109.004.858.754;-583.998.019.031.791;29/10/2015;31/8/2016;10;100;Vidogar Construcciones S.A;2015;;
64;Sistema Pluvial La Boca - Barracas;Estacion de Bombeo N5;Finalizada;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El Sistema Pluvial Boca-Barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios mas bajos de la Ciudad (Boca y Barracas), fundamentalmente a raiz del fenomeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la Ciudad. La Estacion de Bombeo 5 en la etapa final de ejecucion del sistema conto con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desage, limpiarrejas, dos estaciones transformadoras de alta tension, y un sistema de colectores pluviales.;145125053;4;BARRACAS;-346.373.683.584.467;-583.696.775.025.414;1/8/2013;15/6/2017;46;100;Mercovial ? Sabavisa UTE;2013;;
69;Teatro Colon;Teatro Colon: Instituto Superior de Arte - Adecuacion del edificio Corrientes 1681;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizo la puesta en valor del Instituto Superior de Arte del Teatro Colon. ;15203243;1;SAN NICOLAS;-346.042.215.064.651;-583.905.017.937.086;29/12/2016;30/5/2017;5;100;INGECONS S.A.;2016;;
71;area Ambiental Central;area Ambiental Central: Calle Peru I;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;"El proyecto incluyo el tramo entre Av. Belgrano y Av. Roca, y consistio en la unificacion de los niveles de acera, calzada y la preservacion del cordon de granito existente. Se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desage pluvial, se incorporo equipamiento urbano y se redise¤o el alumbrado publico.";2462636;1;MONTSERRAT;-346.128.460.225.021;-583.775.884.161.122;21/3/2016;18/7/2016;4;100;Naku Construcciones S.R.L;2016;;
72;area Ambiental Central;area Ambiental Central: Calle Peru II;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;La obra se extendio sobre la calle Peru desde Av. Belgrano hasta Av. Independencia. Se implemento la nivelacion de cruces peatonales en ambos sentidos mejorando la accesibilidad y el transito peatonal. Ademas, se contemplo la renovacion de luminarias y equipamiento urbano.;9133269;1;MONTSERRAT;-346.149.212.118.504;-583.745.834.351.468;16/8/2016;29/12/2016;4;100;Instalectro S.A.;2016;;
73;Donado Holmberg;Centro de Gestion y Participacion - Comuna 12;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredon. El edificio tiene tres pisos y permite realizar tramites de manera mas comoda y rapida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesoreria, mediacion comunitaria e intermediacion laboral.;36725502;12;VILLA URQUIZA;-345.685.070.458.516;-584.777.289.463.289;28/10/2013;17/4/2017;42;100;Conorvial S.A;2013;Licitacion Publica ;2590/2012
74;Acumar;Camino De Sirga III;En ejecucion;Hidraulica e Infraestructura;Secretaria de Transporte y Obras Publicas;El proyecto contempla la recuperacion de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuacion de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigon, excepto donde existe previamente un pavimento en buen estado de conservacion que amerito su conservacion.;94995724;4;BARRACAS;-346.510.656.459.936;-584.005.697.391.892;10/8/2017;31/1/2021;34;53;Urbaser Argentina S.A - Ceob Sa Ute;2017;Licitacion Publica;671- SIGAF/17
75;area Ambiental Central;area Ambiental Central: Calle Tacuari;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;El proyecto consto de la nivelacion de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliacion de ambas veredas en forma asimetrica. Incluyo el tramo que va desde Av. de Mayo a Av. Belgrano.;19981404;1;MONTSERRAT;-346.106.296.103.927;-583.791.273.959.026;13/10/2016;15/8/2017;10;100;Dal Construcciones S.A;2016;;
77;Teatro San Martin;Teatro San Martin: Renovacion de Instalaciones y Tecnologia.;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizo la recuperacion y adecuacion tecnologica de los ambitos principales del teatro y sus areas complementarias y de servicios, incluyendo las salas Martin Coronado, Casacuberta y Lugones, los halls, camarines, nucleos sanitarios, circulaciones verticales y horizontales y demas sectores de apoyo.;160977932;1;SAN NICOLAS;-346.042.380.541.569;-583.886.418.118.438;25/8/2014;28/2/2018;42;100;Bricons S.A.I.C.F.I. - Grupo Farallon S.A. (Ute);2014;;
78;Comisarias;Comisaria vecinal 1-E;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;El proyecto contemplo la construccion de un edificio en planta baja con tecnologia modular y construccion en seco, ademas, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisaria. Asimismo, se promovio la recuperacion funcional y social de un predio urbano sin uso actual en un sitio estrategico mejorando las condiciones de seguridad en el area.;1276501;4;LA BOCA;-346.254.126.362.875;-583.609.479.395.971;11/1/2016;28/2/2017;13;100;Ecosan S.A;2016;;
79;Oficinas Publicas;Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policia Cientifica;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;La obra a ejecutar contemplo la construccion de un edificio en dos plantas junto a la recuperacion y puesta en funcion del entorno del predio a traves de un tratamiento paisajistico, calles perimetrales y peatonales. La edificacion se realizo en sistema estructural modular conformado por piezas de hormigon armado prefabricado, tabiqueria en seco y carpinteria de aluminio de alta prestacion e instalaciones de alta complejidad.;62590455;4;PARQUE PATRICIOS;-346.445.770.884.554;-583.972.815.765.346;30/12/2016;30/9/2017;9;100;Ecosan S.A;2016;;
80;Teatro Colon;Teatro Colon: Plano corta fuego;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizaron obras complementarias a la puesta en valor del Teatro Colon. ;6353999;1;SAN NICOLAS;-346.010.514.848.815;-583.824.414.002.727;7/2/2017;2/10/2018;20;100;Rol Ingenieria S.A;2016;;
81;Teatro Colon;Teatro Colon: Completamiento del 4ø Piso;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizo el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del Teatro Colon.;17176125;1;SAN NICOLAS;-346.010.514.848.815;-583.824.414.002.727;7/2/2017;30/11/2017;9;100;Rol Ingenieria S.A;2016;;
82;Entorno Parque Patricios;Centro Parque Patricios: Intervencion ;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;El proyecto contemplo la intervencion del centro del parque, el boulevard de acceso al parque, la salida de la estacion Parque Patricios de la linea H y la plazoleta delimitada por las calles Favaloro, Champagnat y Pepiri.;8245624;4;PARQUE PATRICIOS;-346.371.173.816.198;-584.056.107.943.587;12/5/2016;30/4/2017;11;100;Dragonair S.A.;2016;;
83;area Ambiental Central;area Ambiental Central: Pasaje 5 de Julio;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;Ubicado entre la calle Venezuela y la Av. Belgrano, el pasaje 5 de Julio adquirio la condicion de peatonalidad de acuerdo a los lineamientos ambientales del area central. Debido a ello se intervino para nivelar su acera y calzada, donde se conservo su granitullo y adoquinado original.;3788185;1;MONTSERRAT;-346.124.225.603.364;-583.712.252.093.229;5/7/2016;21/10/2016;3;100;Villarex S.A.;2016;;
84;Edificio Lezama;Edificio Lezama: Reparacion de carpinterias del Parque Lezama;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se realizaron cambios de herrajes en ventanas, colocacion de carpinterias sobre fachada en calle Irala y colocacion de puertas exteriores en 3 piso.;1106885;4;LA BOCA;-346.289.077.262.201;-583.699.391.306.946;6/1/2016;5/11/2016;10;100;Alupal Aberturas S.A.;2016;;
85;Edificio Lezama;Edificio Lezama: Instalaciones Electricas de Corrientes Fuertes, Corrientes Debiles e Iluminacion;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se contemplo la ejecucion de las instalaciones electricas de corrientes fuertes y debiles e iluminacion, incluyendo la provision de materiales, mano de obra especializada y la realizacion de la ingenieria ejecutiva.;43174941;4;LA BOCA;-346.289.077.262.201;-583.699.391.306.946;19/1/2015;30/12/2016;23;100;SES SA;2015;;
86;Edificio Lezama;Edificio Lezama: Ampliacion del Sistema Contra Incendio;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se llevo a cabo la ejecucion de las instalaciones contra incendio del Edificio Palacio Lezama;10781000;4;LA BOCA;-346.289.077.262.201;-583.699.391.306.946;7/1/2015;13/6/2016;17;100;Incesanit;2015;;
87;Edificio Lezama;Edificio Lezama: Ampliacion del Sistema de Aire Acondicionado;Finalizada;Arquitectura;Secretaria de Transporte y Obras Publicas;Se llevo a cabo la ejecucion de las instalaciones de aire acondicionado del Edificio Palacio Lezama.;4553909;4;LA BOCA;-346.289.077.262.201;-583.699.391.306.946;20/8/2015;13/6/2016;10;100;CA GROUP SA;2015;;
89;Entorno Flores;Centro de Transbordo Flores;Finalizada;Transporte;Secretaria de Transporte y Obras Publicas;El nuevo Centro de Trasbordo Flores le permite a miles de personas hacer combinaciones entre distintos medios de transporte como ser el Subte A, Ecobici, el FFCC Sarmiento y 22 lineas de colectivos. Se realizo una puesta en valor del entorno de la Plaza Pueyrredon a partir de un reordenamiento de las paradas de colectivos y mejora en la accesibilidad al centro de trasbordo. Incluye lugares de espera mas comodos y cruces mas seguros para transformar la manera en que viajan pasajeros y conductores. Se incorpora nuevo mobiliario urbano y se mejoran las veredas, la iluminacion y el pavimento de la traza.;62201082;7;FLORES;-346.311.249.642.282;-584.711.929.046.875;5/2/2017;31/8/2017;6;100;Construcciones Ingevial S.A.;2017;;
90;Parque del Bajo;Parque Del Bajo: Bases de monumentos;Finalizada;Espacio Publico;Secretaria de Transporte y Obras Publicas;Esta obra comprendio solamente lo referido a la demolicion de las bases existentes, retiro y acopio de revestimientos, y construccion de las nuevas bases estructurales en donde fueron emplazados los monumentos, no fue incluido el traslado de las figuras escultoricas.;4867440;1;SAN NICOLAS;-3.460.517;-58.367.929;20/7/2017;20/9/2017;2;100;CONSTRUCCIONES INDUSTRIALES AVELLANEDA SA;2017;;
